Species;Height_gen;Height_veg;Height_veg&gen;LDMC;Leaf_area;Leaf_area1;Leaf_area2;Leaf_area3;Leaf_area4;Leaf_area5;Leaf_area6;Leaf_area7;Leaf_dry_mass;Leaf_fresh_mass;Leaf_length;Leaf_mass;Leaf_width;LeafArBRIT6CLASSFACTORIAL;Seed_dry_mass;Seed_number_per_inflorescence;Seed_number_per_plant;Seed_number_per_plant_BRIT5CLASSFACTORIAL;Seedmass;SLA;SLA1;SLA2;SLA3;SLA4;SLA5;sum_all_traits;Height_Grouped;Leaf_Grouped;Seed_Grouped;sum_Grouped;Height_veg_Selected;LDMC_Selected;Leaf_area_Selected;Leaf_dry_mass_Selected;Seed_dry_mass_Selected;Seed_number_per_plant_Selected;SLA2_Selected;sum_Selected
Melampyrum cristatum;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Melampyrum pratense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Melampyrum sylvaticum;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Melica nutans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Melica uniflora;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Mentha ×verticillata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mentha aquatica;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Mentha arvensis;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Menyanthes trifoliata;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Mercurialis perennis;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Mertensia maritima;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;8;1;1;1;3;1;0;0;0;1;1;0;3
Micranthes foliolosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micranthes hieraciifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micranthes nivalis;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Micranthes stellaris;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Micranthes tenuis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Milium effusum;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Minuartia biflora;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;1;1;0;2;1;1;1;1;0;0;0;4
Minuartia rubella;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;5;1;1;1;3;1;0;0;0;1;0;0;2
Minuartia stricta;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;2;1;0;0;0;0;0;0;1
Moehringia lateriflora;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;6;0;1;1;2;0;0;1;1;1;0;1;4
Moehringia trinervia;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Molinia caerulea;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Moneses uniflora;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Monotropa hypopitys;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;9;1;1;1;3;1;0;0;0;1;1;0;3
Montia fontana;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Mulgedium sibiricum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mycelis muralis;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Myosotis arvensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myosotis decumbens;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Myosotis discolor;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Myosotis laxa;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Myosotis nemorosa;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;7;1;0;1;2;1;0;0;0;1;1;1;4
Myosotis ramosissima;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Myosotis scorpioides;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Myosotis stricta;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Myosurus minimus;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Myrica gale;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Myricaria germanica;1;1;1;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;16;1;1;1;3;1;0;0;1;1;0;1;4
Myriophyllum alterniflorum;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;10;1;1;1;3;1;1;1;1;1;0;1;6
Myriophyllum sibiricum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1
Myriophyllum spicatum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myriophyllum verticillatum;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;1;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Najas flexilis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;1
Najas marina;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Nardus stricta;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Narthecium ossifragum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Neottia nidus-avis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Nigritella nigra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nuphar lutea;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;13;1;1;1;3;1;1;1;1;1;1;0;6
Nuphar pumila;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;1;1;1;3;1;0;0;0;1;0;0;2
Nymphaea alba;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Nymphaea candida;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;1
Odontites litoralis;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;8;1;1;1;3;1;0;0;1;0;1;1;4
Odontites vernus;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;7;1;1;1;3;1;0;0;1;1;0;0;3
Oenanthe aquatica;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Oenothera ammophila;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;1;1;1;3;0;1;1;0;0;1;0;3
Omalotheca norvegica;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Omalotheca supina;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Omalotheca sylvatica;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Ononis arvensis;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;5;1;0;1;2;1;0;0;0;1;0;0;2
Ononis spinosa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Ophioglossum vulgatum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;0;2;1;1;1;1;0;0;0;4
Ophrys insectifera;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;10;1;1;0;2;1;1;1;1;0;0;0;4
Orchis mascula;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;14;1;1;0;2;1;1;1;1;0;0;1;5
Oreopteris limbosperma;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;8;1;1;0;2;1;1;1;1;0;0;0;4
Origanum vulgare;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0;17;1;1;1;3;1;1;1;1;1;1;0;6
Orthilia secunda;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Osmunda regalis;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;15;1;1;1;3;1;1;1;1;0;1;1;6
Oxalis acetosella;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Oxycoccus microcarpus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oxycoccus palustris;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;21;1;1;1;3;1;1;1;1;1;1;1;7
Oxyria digyna;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Oxytropis campestris;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;0;1;6
Oxytropis deflexa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;0;0;0;0;1;0;1;2
Oxytropis lapponica;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Papaver dahlianum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Papaver lapponicum;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Papaver radicatum;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;8;1;1;1;3;1;1;1;1;1;0;0;5
Paris quadrifolia;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Parnassia palustris;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Pedicularis flammea;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Pedicularis hirsuta;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;12;1;1;0;2;1;1;1;1;0;0;0;4
Pedicularis lapponica;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;16;1;1;0;2;1;1;1;1;0;0;1;5
Pedicularis oederi;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Pedicularis palustris;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Pedicularis sceptrum-carolinum;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;11;1;1;1;3;1;0;0;1;1;0;0;3
Pedicularis sylvatica;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Persicaria amphibia;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;13;1;1;1;3;1;0;0;1;1;0;1;4
Persicaria foliosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Persicaria hydropiper;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;16;1;1;1;3;1;0;1;1;1;1;1;6
Persicaria lapathifolia;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;19;1;1;1;3;1;0;1;1;1;1;1;6
Persicaria minor;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;13;1;1;1;3;1;0;0;1;1;1;1;5
Petasites albus;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;0;1;1;6
Petasites frigidus;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0;13;1;1;1;3;1;1;1;1;1;0;1;6
Phalaris arundinacea;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Phegopteris connectilis;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;13;1;1;0;2;1;1;1;1;0;0;1;5
Phippsia algida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;1;0;1
Phippsia concinna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phleum alpinum;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Phleum phleoides;1;1;1;1;1;0;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Phleum pratense;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;27;1;1;1;3;1;1;1;1;1;1;1;7
Phragmites australis;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Phyllodoce caerulea;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Phyteuma spicatum;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;7;1;1;1;3;0;1;1;0;0;1;0;3
Picea abies;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;18;1;1;1;3;1;0;1;1;1;1;1;6
Pilosella aurantiaca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella glomerata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pilosella lactucella;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;1;0;1;0;1;1;1;0;0;0;3
Pilosella officinarum;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4;1;1;1;3;1;1;0;0;1;0;0;3
Pilosella peleteriana;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;1
Pimpinella saxifraga;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Pinguicula alpina;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;1;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Pinguicula villosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pinguicula vulgaris;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Pinus sylvestris;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;28;1;1;1;3;1;1;1;1;1;1;1;7
Plantago lanceolata;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;28;1;1;1;3;1;1;1;1;1;1;1;7
Plantago major;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;26;1;1;1;3;1;1;1;1;1;1;1;7
Plantago maritima;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Plantago media;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;26;1;1;1;3;1;1;1;1;1;1;1;7
Platanthera bifolia;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;1;1;1;3;0;1;1;0;0;1;0;3
Platanthera montana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Platanthera obtusata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa ×jemtlandica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa alpina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa arctica;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;10;1;1;1;3;1;0;1;1;1;0;0;4
Poa bulbosa;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;27;1;1;1;3;1;1;1;1;1;1;1;7
Poa compressa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa flexuosa;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;2;1;0;0;0;0;0;0;1
Poa glauca;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Poa lindebergii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa nemoralis;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Poa palustris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa pratensis;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Poa remota;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Poa trivialis;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;25;1;1;1;3;1;1;1;1;1;1;1;7
Polemonium acutiflorum;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;5;1;1;1;3;1;0;1;0;1;0;0;3
Polemonium boreale;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;1;0;0;1;1;0;0;0;2
Polemonium caeruleum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;13;1;1;1;3;1;1;1;1;1;1;0;6
Polygala amarella;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Polygala serpyllifolia;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Polygala vulgaris;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Polygonatum multiflorum;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Polygonatum odoratum;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Polygonatum verticillatum;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
